fund_slug,description
uxd-protocol,"Date: May 31, 2023 | Company: OpenEden | Amount: $5,000,000 | Stage: Undisclosed | Category: Blockchain Service"
lofty-ventures,"Date: May 26, 2023 | Company: Boxed | Amount: $1,500,000 | Stage: Pre Seed | Category: NFT"
kakaoinvestment,"Date: Oct 20, 2021 | Company: Superplastic | Amount: $20,000,000 | Stage: Undisclosed | Category: NFT"
kakaoinvestment,"Date: May 25, 2023 | Company: GoodGang Labs | Amount: $2,000,000 | Stage: Seed | Category: Social"
kakaoinvestment,"Date: Jan 30, 2020 | Company: Spatial | Amount: $14,000,000 | Stage: Series A | Category: NFT"
kakaoinvestment,"Date: Feb 15, 2023 | Company: Superplastic | Amount: $20,000,000 | Stage: Extended Series A | Category: NFT"
kakaoinvestment,"Date: Apr 06, 2022 | Company: Iskra | Amount: $34,000,000 | Stage: Seed | Category: GameFi"
tomooncapital,"Date: May 24, 2023 | Company: Abyss World | Stage: Strategic | Category: GameFi"
tomooncapital,"Date: Jul 06, 2022 | Company: Portalverse | Stage: Seed | Category: GameFi"
vc3-dao,"Date: Sep 23, 2022 | Company: Nibiru | Amount: $8,500,000 | Stage: Seed | Category: Chain"
vc3-dao,"Date: Oct 26, 2022 | Company: Origami | Amount: $6,200,000 | Stage: Seed | Category: Blockchain Service"
vc3-dao,"Date: May 23, 2023 | Company: Num Finance | Amount: $1,500,000 | Stage: Pre Seed | Category: DeFi"
vc3-dao,"Date: Mar 01, 2023 | Company: Redeem | Amount: $2,500,000 | Stage: Pre Seed | Category: Blockchain Service"
ripio,"Date: Oct 09, 2022 | Company: Arch Finance | Amount: $5,000,000 | Stage: Seed | Category: DeFi"
ripio,"Date: May 23, 2023 | Company: Num Finance | Amount: $1,500,000 | Stage: Pre Seed | Category: DeFi"
ripio,"Date: Jun 21, 2021 | Company: Securitize | Amount: $48,000,000 | Stage: Series B | Category: CeFi"
curvelabs,"Date: May 23, 2023 | Company: Lab.bio | Amount: $3,600,000 | Stage: Undisclosed | Category: Social"
reserve-protocol,"Date: May 23, 2023 | Company: Num Finance | Amount: $1,500,000 | Stage: Pre Seed | Category: DeFi"
future-perfect-ventures,"Date: Oct 21, 2021 | Company: Mojito | Amount: $20,000,000 | Stage: Seed | Category: NFT"
future-perfect-ventures,"Date: Nov 01, 2022 | Company: Mozart | Amount: $3,000,000 | Stage: Pre Seed | Category: Blockchain Service"
future-perfect-ventures,"Date: May 30, 2022 | Company: myNFT | Amount: $7,000,000 | Stage: Series A | Category: NFT"
future-perfect-ventures,"Date: May 18, 2023 | Company: PYOR | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
future-perfect-ventures,"Date: Mar 08, 2022 | Company: UNXD | Amount: $4,000,000 | Stage: Seed | Category: NFT"
aleka-capital,"Date: May 18, 2023 | Company: Azteco | Amount: $6,000,000 | Stage: Seed | Category: Blockchain Service"
force-ventures,"Date: May 18, 2023 | Company: PYOR | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
genesis-vault-capital,"Date: May 18, 2023 | Company: World Play League (WPL) | Stage: Pre Seed | Category: GameFi"
berggruen-holdings,"Date: May 17, 2023 | Company: Story Protocol | Amount: $29,300,000 | Stage: Seed | Category: Chain"
berggruen-holdings,"Date: Mar 23, 2022 | Company: prePO | Amount: $2,100,000 | Stage: Strategic | Category: DeFi"
berggruen-holdings,"Date: Aug 18, 2021 | Company: Sentz | Amount: $66,000,000 | Stage: Series B | Category: Currency"
westwave-capital,"Date: May 17, 2023 | Company: Airstack | Amount: $4,000,000 | Stage: Extended Pre-Seed | Category: Blockchain Service"
westwave-capital,"Date: Jul 01, 2020 | Company: Vendia | Amount: $5,100,000 | Stage: Seed | Category: Blockchain Service"
westwave-capital,"Date: Feb 19, 2019 | Company: CipherTrace | Amount: $15,000,000 | Stage: Series A | Category: Blockchain Service"
cygni-capital,"Date: May 16, 2023 | Company: River Financial | Amount: $35,000,000 | Stage: Series B | Category: CeFi"
cygni-capital,"Date: May 10, 2022 | Company: Arianee Protocol | Amount: $21,000,000 | Stage: Series A | Category: Blockchain Service"
cygni-capital,"Date: May 09, 2023 | Company: Nomiks | Amount: $1,090,000 | Stage: Undisclosed | Category: Blockchain Service"
cygni-capital,"Date: Jun 28, 2022 | Company: Linera | Amount: $6,000,000 | Stage: Seed | Category: Chain"
cygni-capital,"Date: Jul 09, 2022 | Company: DeepNFTValue | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
cota-capital,"Date: May 16, 2023 | Company: Auradine | Amount: $81,000,000 | Stage: Series A | Category: Blockchain Service"
cota-capital,"Date: May 12, 2022 | Company: Token.io | Amount: $40,000,000 | Stage: Series C | Category: CeFi"
cota-capital,"Date: Jan 04, 2022 | Company: UPTIQ (Cion Digital) | Amount: $12,000,000 | Stage: Seed | Category: Blockchain Service"
cota-capital,"Date: Aug 09, 2022 | Company: RISC Zero | Amount: $12,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
goldcrest-capital,"Date: Sep 25, 2019 | Company: Fold | Amount: $2,500,000 | Stage: Seed | Category: Blockchain Service"
goldcrest-capital,"Date: May 16, 2023 | Company: River Financial | Amount: $35,000,000 | Stage: Series B | Category: CeFi"
goldcrest-capital,"Date: Mar 12, 2021 | Company: River Financial | Amount: $12,000,000 | Stage: Series A | Category: CeFi"
goldcrest-capital,"Date: Apr 05, 2022 | Company: Lightning Labs | Amount: $70,000,000 | Stage: Series B | Category: Blockchain Infrastructure"
alarko-ventures,"Date: May 16, 2023 | Company: River Financial | Amount: $35,000,000 | Stage: Series B | Category: CeFi"
esas-ventures,"Date: May 16, 2023 | Company: River Financial | Amount: $35,000,000 | Stage: Series B | Category: CeFi"
mac-venture-capital,"Date: May 21, 2022 | Company: Transpose | Amount: $3,000,000 | Stage: Seed | Category: Blockchain Service"
mac-venture-capital,"Date: May 11, 2023 | Company: Cookbook | Amount: $2,000,000 | Stage: Undisclosed | Category: Blockchain Service"
mac-venture-capital,"Date: Jun 28, 2022 | Company: Zigazoo | Amount: $17,000,000 | Stage: Series A | Category: Social"
mac-venture-capital,"Date: Aug 17, 2022 | Company: Love Health | Amount: $7,500,000 | Stage: Seed | Category: Blockchain Service"
mac-venture-capital,"Date: Aug 10, 2022 | Company: TBTM Studios (AMP Global) | Amount: $5,600,000 | Stage: Seed | Category: Social"
multisig-ventures,"Date: May 11, 2023 | Company: Smilee | Amount: $2,000,000 | Stage: Seed | Category: DeFi"
multisig-ventures,"Date: Mar 16, 2023 | Company: Blueberry Protocol | Amount: $1,200,000 | Stage: Seed | Category: DeFi"
entrepreneur-first,"Date: Sep 23, 2022 | Company: Hadean | Amount: $30,000,000 | Stage: Series A | Category: Blockchain Service"
entrepreneur-first,"Date: May 09, 2023 | Company: Blocktorch | Amount: $4,200,000 | Stage: Seed | Category: Blockchain Service"
entrepreneur-first,"Date: May 04, 2022 | Company: Kinetix | Amount: $11,000,000 | Stage: Seed | Category: Blockchain Service"
entrepreneur-first,"Date: Apr 19, 2023 | Company: Swaap | Amount: $4,500,000 | Stage: Seed | Category: DeFi"
entrepreneur-first,"Date: Apr 19, 2022 | Company: Flippy | Amount: $1,150,000 | Stage: Seed | Category: CeFi"
strategic-cyber-ventures,"Date: May 08, 2023 | Company: Cloudburst Technologies | Amount: $3,000,000 | Stage: Seed | Category: Blockchain Service"
strategic-cyber-ventures,"Date: Jun 07, 2022 | Company: Mash | Amount: $6,000,000 | Stage: Seed | Category: CeFi"
strategic-cyber-ventures,"Date: Jan 20, 2022 | Company: Voltage | Amount: $6,000,000 | Stage: Seed | Category: Blockchain Service"
strategic-cyber-ventures,"Date: Apr 14, 2022 | Company: Impervious.ai | Stage: Seed | Category: Blockchain Service"
bt-growth-capital,"Date: May 08, 2023 | Company: Siphon Lab | Amount: $1,200,000 | Stage: Seed | Category: DeFi"
bt-growth-capital,"Date: Dec 08, 2022 | Company: 360 Mining | Amount: $2,250,000 | Stage: Undisclosed | Category: Blockchain Service"
psy-p-nation,"Date: May 04, 2023 | Company: Vibe | Amount: $4,000,000 | Stage: Seed | Category: DeFi"
tranching-protocol,"Date: May 04, 2023 | Company: AlienSwap | Amount: $12,000,000 | Stage: Strategic | Category: NFT"
tranching-protocol,"Date: Jun 08, 2022 | Company: AlienSwap | Stage: Seed | Category: NFT"
bitgert-ventures,"Date: May 02, 2023 | Company: Parex | Amount: $3,500,000 | Stage: Strategic | Category: DeFi"
goat-capital,"Date: Oct 11, 2022 | Company: Rye | Amount: $14,000,000 | Stage: Seed | Category: Blockchain Service"
goat-capital,"Date: Nov 22, 2021 | Company: MOBLAND | Amount: $8,000,000 | Stage: Undisclosed | Category: GameFi"
goat-capital,"Date: Nov 09, 2022 | Company: Ping | Amount: $15,000,000 | Stage: Seed | Category: CeFi"
goat-capital,"Date: May 01, 2023 | Company: FARE Protocol | Amount: $6,200,000 | Stage: Seed | Category: DeFi"
goat-capital,"Date: Feb 01, 2022 | Company: Nestcoin | Amount: $6,450,000 | Stage: Pre Seed | Category: Blockchain Service"
symboliccap,"Date: May 01, 2023 | Company: Chainbound | Stage: Pre Seed | Category: Blockchain Infrastructure"
symboliccap,"Date: Jun 23, 2021 | Company: Yield Protocol | Amount: $10,000,000 | Stage: Series A | Category: DeFi"
symboliccap,"Date: Apr 29, 2022 | Company: MYSO | Amount: $2,400,000 | Stage: Seed | Category: DeFi"
caffeinated-capital,"Date: Oct 21, 2020 | Company: Pulley | Amount: $10,000,000 | Stage: Series A | Category: CeFi"
caffeinated-capital,"Date: May 01, 2023 | Company: Entender Finance | Amount: $4,000,000 | Stage: Seed | Category: CeFi"
first-stage-labs,"Date: May 01, 2023 | Company: Fanton Fantasy Football | Amount: $300,000 | Stage: Pre Seed | Category: GameFi"
first-stage-labs,"Date: Jul 26, 2022 | Company: Fanzee | Amount: $2,000,000 | Stage: Pre Seed | Category: GameFi"
futurism-labs,"Date: Apr 28, 2023 | Company: Aki Network | Stage: Seed | Category: Blockchain Service"
augmentventures,"Date: Sep 01, 2020 | Company: Crowdz | Amount: $2,000,000 | Stage: Extended Series A | Category: CeFi"
augmentventures,"Date: Jan 06, 2021 | Company: Antler Interactive | Amount: $2,100,000 | Stage: Seed | Category: GameFi"
augmentventures,"Date: Apr 27, 2023 | Company: Secro | Amount: $3,600,000 | Stage: Seed | Category: Blockchain Service"
augmentventures,"Date: Apr 26, 2022 | Company: Crowdz | Amount: $10,000,000 | Stage: Undisclosed | Category: CeFi"
pelion-venture-partners,"Date: Jun 06, 2016 | Company: Gem | Amount: $7,100,000 | Stage: Series A | Category: CeFi"
pelion-venture-partners,"Date: Feb 16, 2023 | Company: GrainChain | Amount: $29,000,000 | Stage: Undisclosed | Category: CeFi"
pelion-venture-partners,"Date: Apr 27, 2023 | Company: Giddy | Amount: $6,900,000 | Stage: Undisclosed | Category: DeFi"
peak,"Date: Apr 27, 2023 | Company: Giddy | Amount: $6,900,000 | Stage: Undisclosed | Category: DeFi"
peak,"Date: Apr 13, 2023 | Company: Helio | Amount: $3,300,000 | Stage: Seed | Category: CeFi"
clarke-capital,"Date: Apr 27, 2023 | Company: Giddy | Amount: $6,900,000 | Stage: Undisclosed | Category: DeFi"
kluz-ventures,"Date: Apr 27, 2023 | Company: Secro | Amount: $3,600,000 | Stage: Seed | Category: Blockchain Service"
blockhype,"Date: Oct 21, 2021 | Company: OliveX | Amount: $1,700,000 | Stage: Strategic | Category: NFT"
blockhype,"Date: May 27, 2021 | Company: Memecoin | Amount: $5,000,000 | Stage: Undisclosed | Category: DeFi"
blockhype,"Date: Jul 19, 2022 | Company: XLD Finance | Amount: $13,000,000 | Stage: Strategic | Category: Blockchain Service"
blockhype,"Date: Apr 26, 2023 | Company: Tribe3 | Amount: $2,100,000 | Stage: Undisclosed | Category: DeFi"
limitless-crypto-investments,"Date: Jan 09, 2017 | Company: Binance | Amount: $10,000,000 | Stage: Series A | Category: CeFi"
limitless-crypto-investments,"Date: Feb 22, 2018 | Company: Ren | Amount: $34,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
limitless-crypto-investments,"Date: Apr 26, 2023 | Company: SuiPad | Amount: $1,155,000 | Stage: Undisclosed | Category: DeFi"
limitless-crypto-investments,"Date: Apr 11, 2018 | Company: Kadena | Amount: $12,900,000 | Stage: Series B | Category: Chain"
lapin-digital,"Date: Dec 06, 2022 | Company: LiquidFactory | Amount: $1,250,000 | Stage: Undisclosed | Category: DeFi"
lapin-digital,"Date: Apr 26, 2023 | Company: Tribe3 | Amount: $2,100,000 | Stage: Undisclosed | Category: DeFi"
lapin-digital,"Date: Apr 11, 2023 | Company: UXUY | Amount: $3,200,000 | Stage: Seed | Category: DeFi"
red-building-capital,"Date: Jun 07, 2022 | Company: CharmVerse | Amount: $3,800,000 | Stage: Seed | Category: Blockchain Service"
red-building-capital,"Date: Jul 28, 2022 | Company: E4C: Final Salvation | Stage: Undisclosed | Category: GameFi"
red-building-capital,"Date: Feb 02, 2022 | Company: Kyoko | Amount: $3,000,000 | Stage: Seed | Category: NFT"
red-building-capital,"Date: Dec 09, 2022 | Company: Balthazar | Amount: $2,000,000 | Stage: Private Token Sale | Category: NFT"
red-building-capital,"Date: Apr 25, 2023 | Company: MetaCRM | Amount: $2,500,000 | Stage: Seed | Category: Social"
pirata-capital,"Date: Sep 13, 2021 | Company: Credora | Amount: $8,000,000 | Stage: Series A | Category: CeFi"
pirata-capital,"Date: Mar 22, 2022 | Company: SkateX | Amount: $5,000,000 | Stage: Seed | Category: GameFi"
pirata-capital,"Date: Mar 16, 2023 | Company: Blueberry Protocol | Amount: $1,200,000 | Stage: Seed | Category: DeFi"
pirata-capital,"Date: Mar 03, 2022 | Company: Petaverse Network | Amount: $7,000,000 | Stage: Undisclosed | Category: GameFi"
pirata-capital,"Date: Apr 25, 2023 | Company: Credora | Amount: $6,000,000 | Stage: Strategic | Category: CeFi"
paradigm-co,"Date: Apr 25, 2023 | Company: Credora | Amount: $6,000,000 | Stage: Strategic | Category: CeFi"
tribe-accelerator,"Date: Apr 25, 2023 | Company: MetaCRM | Amount: $2,500,000 | Stage: Seed | Category: Social"
perpetual-protocol,"Date: Nov 24, 2021 | Company: New Order | Amount: $4,000,000 | Stage: Undisclosed | Category: DeFi"
perpetual-protocol,"Date: Jan 13, 2022 | Company: Alliance DAO | Amount: $50,000,000 | Stage: Seed | Category: Social"
perpetual-protocol,"Date: Dec 14, 2021 | Company: Ex Populus | Amount: $8,500,000 | Stage: Undisclosed | Category: GameFi"
perpetual-protocol,"Date: Dec 01, 2021 | Company: Lemma Finance | Stage: Undisclosed | Category: DeFi"
perpetual-protocol,"Date: Apr 24, 2023 | Company: Teahouse | Amount: $2,000,000 | Stage: Undisclosed | Category: DeFi"
market-one-capital,"Date: Apr 21, 2023 | Company: MetaGravity | Amount: $9,500,000 | Stage: Undisclosed | Category: Social"
betaworks,"Date: Oct 26, 2022 | Company: Origami | Amount: $6,200,000 | Stage: Seed | Category: Blockchain Service"
betaworks,"Date: Feb 15, 2023 | Company: Superplastic | Amount: $20,000,000 | Stage: Extended Series A | Category: NFT"
betaworks,"Date: Dec 06, 2022 | Company: Tea | Amount: $8,900,000 | Stage: Extended Seed | Category: Blockchain Service"
betaworks,"Date: Apr 20, 2023 | Company: Tableland | Amount: $8,000,000 | Stage: Series A | Category: Blockchain Service"
betaworks,"Date: Apr 10, 2025 | Company: Plastic Labs | Amount: $5,350,000 | Stage: Pre Seed | Category: Blockchain Service"
foxconn,"Date: Feb 22, 2019 | Company: TBCASoft | Stage: Series A | Category: Blockchain Service"
foxconn,"Date: Aug 03, 2016 | Company: Hike | Amount: $175,000,000 | Stage: Series D | Category: GameFi"
foxconn,"Date: Apr 20, 2023 | Company: XRSPACE | Amount: $25,000,000 | Stage: Undisclosed | Category: Social"
hypervc,"Date: Oct 18, 2021 | Company: Genopets | Amount: $8,300,000 | Stage: Seed | Category: GameFi"
hypervc,"Date: Mar 04, 2022 | Company: Rarify | Amount: $10,000,000 | Stage: Series A | Category: NFT"
hypervc,"Date: Apr 20, 2023 | Company: Rarify Labs | Amount: $10,000,000 | Stage: Undisclosed | Category: Blockchain Service"
halborn,"Date: Mar 16, 2022 | Company: Archimedes | Amount: $2,400,000 | Stage: Pre Seed | Category: DeFi"
halborn,"Date: Apr 20, 2023 | Company: Shield | Amount: $2,100,000 | Stage: Pre Seed | Category: Blockchain Service"
very-serious-ventures,"Date: Nov 30, 2022 | Company: Daylight | Amount: $3,000,000 | Stage: Pre Seed | Category: Blockchain Service"
very-serious-ventures,"Date: Apr 20, 2023 | Company: Shield | Amount: $2,100,000 | Stage: Pre Seed | Category: Blockchain Service"
qredo,"Date: Oct 11, 2022 | Company: AshSwap | Amount: $2,500,000 | Stage: Private Token Sale | Category: DeFi"
qredo,"Date: Nov 17, 2022 | Company: Veax Labs | Amount: $1,200,000 | Stage: Pre Seed | Category: DeFi"
qredo,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
qredo,"Date: Mar 30, 2022 | Company: Caduceus (OLD) | Amount: $4,000,000 | Stage: Series A | Category: Chain"
qredo,"Date: Apr 19, 2023 | Company: D3 Labs | Stage: Pre Seed | Category: Blockchain Service"
cassius,"Date: Sep 21, 2022 | Company: Immortal Game | Amount: $15,500,000 | Stage: Series A | Category: GameFi"
cassius,"Date: May 24, 2022 | Company: Bubblehouse | Amount: $9,000,000 | Stage: Seed | Category: NFT"
cassius,"Date: Jul 06, 2022 | Company: Cauldron Studios | Amount: $6,600,000 | Stage: Seed | Category: GameFi"
cassius,"Date: Jan 01, 2022 | Company: Immortal Game | Amount: $3,950,000 | Stage: Seed | Category: GameFi"
cassius,"Date: Apr 19, 2023 | Company: GOALS | Amount: $20,000,000 | Stage: Series A | Category: GameFi"
moonfire-ventures,"Date: Sep 21, 2022 | Company: Immortal Game | Amount: $15,500,000 | Stage: Series A | Category: GameFi"
moonfire-ventures,"Date: Jan 01, 2022 | Company: Immortal Game | Amount: $3,950,000 | Stage: Seed | Category: GameFi"
moonfire-ventures,"Date: Feb 08, 2023 | Company: Sesame Labs | Amount: $4,500,000 | Stage: Seed | Category: Blockchain Service"
moonfire-ventures,"Date: Apr 19, 2023 | Company: GOALS | Amount: $20,000,000 | Stage: Series A | Category: GameFi"
moonfire-ventures,"Date: Apr 05, 2022 | Company: GOALS | Amount: $15,000,000 | Stage: Seed | Category: GameFi"
dsx-ventures,"Date: Apr 19, 2023 | Company: D3 Labs | Stage: Pre Seed | Category: Blockchain Service"
form-capital,"Date: Apr 19, 2023 | Company: Yoz Labs | Amount: $3,500,000 | Stage: Seed | Category: Blockchain Service"
kinesys-group,"Date: Apr 19, 2023 | Company: D3 Labs | Stage: Pre Seed | Category: Blockchain Service"
prompt-ventures,"Date: Apr 19, 2023 | Company: Coinflow | Amount: $1,450,000 | Stage: Pre Seed | Category: CeFi"
sinewave-ventures,"Date: Apr 19, 2023 | Company: Fluree | Amount: $10,000,000 | Stage: Series A | Category: Blockchain Service"
commerce-ventures,"Date: May 10, 2022 | Company: Arianee Protocol | Amount: $21,000,000 | Stage: Series A | Category: Blockchain Service"
commerce-ventures,"Date: Jun 22, 2022 | Company: Prime Trust | Amount: $107,000,000 | Stage: Series B | Category: CeFi"
